1787203018.575503, Self-RAG Decomposed, pipeline, prepare, start, 50967796060875
1787204115.648672, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064842748000
1787204115.693120, Self-RAG Decomposed, Document retriever, run, end, 52064887211833
1787204115.693210, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064887285250
1787204115.693282, Self-RAG Decomposed, Document retriever, run, start, 52064887359958
1787204115.693656, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064887732125
1787204115.723171, Self-RAG Decomposed, Document retriever, run, end, 52064917257750
1787204115.723264, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064917341041
1787204115.723312, Self-RAG Decomposed, Document retriever, run, start, 52064917388875
1787204115.725004, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064919080416
1787204115.797543, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 11, 52064991641791
1787204115.798240, Self-RAG Decomposed, Query rewrite LLM, run, end, 52064992321791
1787204115.798502, Self-RAG Decomposed, Query rewrite LLM, run, start, 52064992579791
1787204115.798831, Self-RAG Decomposed, Grader LLM, first_token, start, 52064992918125
1787204115.800340, Self-RAG Decomposed, Document retriever, run, end, 52064994418875
1787204115.800425, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52064994500000
1787204115.800462, Self-RAG Decomposed, Document retriever, run, start, 52064994534916
1787204115.800836, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52064994912250
1787204115.832694, Self-RAG Decomposed, Document retriever, run, end, 52065026785166
1787204115.832814, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52065026889125
1787204115.832863, Self-RAG Decomposed, Document retriever, run, start, 52065026939541
1787204115.834129, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52065028205166
1787204115.853403, Self-RAG Decomposed, Document retriever, run, end, 52065047494291
1787204115.853501, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52065047575333
1787204115.853555, Self-RAG Decomposed, Document retriever, run, start, 52065047630916
1787204115.854927, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52065049003291
1787204115.872565, Self-RAG Decomposed, Document retriever, run, end, 52065066651500
1787204115.872667, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52065066743125
1787204115.872718, Self-RAG Decomposed, Document retriever, run, start, 52065066794875
1787204115.877652, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52065071729458
1787204116.095016, Self-RAG Decomposed, Document retriever, run, end, 52065289108083
1787204116.095187, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52065289264791
1787204116.095330, Self-RAG Decomposed, Document retriever, run, start, 52065289403208
1787204116.095752, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52065289825833
1787204116.133165, Self-RAG Decomposed, Document retriever, run, end, 52065327251333
1787204116.133261, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52065327337375
1787204116.133367, Self-RAG Decomposed, Document retriever, run, start, 52065327439625
1787204116.134056, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52065328131458
1787204119.329482, Self-RAG Decomposed, pipeline - val, run, start, 105703703982780519054399715643143868713, 1787204119.321563, 1, 110, 52068523940958
1787204119.335165, Self-RAG Decomposed, Question dataloader, run, start, 52068529248166
1787204119.351537, Self-RAG Decomposed, Question dataloader, run, end, 52068545600291
1787204131.193754, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 256, 52080389419750
1787204131.200327, Self-RAG Decomposed, Grader LLM, first_token, end, 52080394339416
1787204131.205587, Self-RAG Decomposed, Generator LLM, run, end, 52080399590125
1787204131.215126, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52080409517125
1787204131.228558, Self-RAG Decomposed, Generator LLM, run, start, 52080422560208
1787204131.354415, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52080548435416
1787204131.354643, Self-RAG Decomposed, Generator LLM, first_token, start, 52080548644708
1787204131.355506, Self-RAG Decomposed, Grader LLM, run, end, 52080549507291
1787204131.367188, Self-RAG Decomposed, Grade router, run, start, 52080561197166
1787204131.368115, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52080562113125
1787204131.368187, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52080562189416
1787204131.375652, Self-RAG Decomposed, Hallucination LLM, run, start, 52080569657791
1787204131.375708, Self-RAG Decomposed, Grader LLM, run, start, 52080569704875
1787204131.376638, Self-RAG Decomposed, Grade router, run, end, 52080570638291
1787204131.377175, Self-RAG Decomposed, Answer generator formatter, run, start, 52080571542000
1787204131.377683, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52080571682708
1787204131.380835, Self-RAG Decomposed, Answer generator formatter, run, end, 52080574833125
1787204132.238025, Self-RAG Decomposed, Document retriever, run, end, 52081432042583
1787204132.238265, Self-RAG Decomposed, Document retriever, run, start, 52081432261791
1787204132.253532, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52081447541625
1787204132.379655, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52081573665500
1787204133.337281, Self-RAG Decomposed, Document retriever, run, end, 52082531332250
1787204133.337888, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52082531882625
1787204133.337966, Self-RAG Decomposed, Document retriever, run, start, 52082531956125
1787204133.358243, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52082552247375
1787204133.458405, Self-RAG Decomposed, Document retriever, run, end, 52082652406166
1787204133.458559, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52082652551291
1787204133.459228, Self-RAG Decomposed, Document retriever, run, start, 52082653215541
1787204133.459567, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52082653557000
1787204133.484534, Self-RAG Decomposed, Document retriever, run, end, 52082678534291
1787204133.484622, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52082678611083
1787204133.484670, Self-RAG Decomposed, Document retriever, run, start, 52082678660583
1787204133.485531, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52082679519833
1787204133.511186, Self-RAG Decomposed, Document retriever, run, end, 52082705188583
1787204133.511281, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52082705273208
1787204133.511326, Self-RAG Decomposed, Document retriever, run, start, 52082705314583
1787204133.512287, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52082706276166
1787204133.526949, Self-RAG Decomposed, Document retriever, run, end, 52082720950250
1787204133.527042, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52082721033166
1787204133.527400, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52082721389333
1787204141.766865, Self-RAG Decomposed, Generator LLM, first_token, end, 52090961773250
1787204141.778688, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52090972983375
1787204141.964025, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52091157985416
1787204141.965199, Self-RAG Decomposed, Generator LLM, run, end, 52091159151791
1787204141.966722, Self-RAG Decomposed, Generator LLM, run, start, 52091160667875
1787204141.966636, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52091160585875
1787204141.966509, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52091160464041
1787204141.967596, Self-RAG Decomposed, Generator LLM, first_token, start, 52091161544916
1787204141.989808, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52091183766125
1787204142.055703, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52091249663583
1787204142.056950, Self-RAG Decomposed, Hallucination LLM, run, end, 52091250902666
1787204142.057068, Self-RAG Decomposed, Hallucination LLM, run, start, 52091251016333
1787204142.058992, Self-RAG Decomposed, Hallucination router, run, start, 52091253206958
1787204142.059331, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52091253277166
1787204142.060150, Self-RAG Decomposed, Hallucination router, run, end, 52091254096375
1787204142.061259, Self-RAG Decomposed, End stage, run, start, 52091255205541
1787204142.072366, Self-RAG Decomposed, End stage, run, end, 52091266316625
1787204142.072421, Self-RAG Decomposed, pipeline - val, run, end, 283700777963371711691969272440727380277, 1787203263.202489, 1, 19, 52091266377125
1787204149.236873, Self-RAG Decomposed, Generator LLM, first_token, end, 52098431275708
1787204149.323774, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52098517708833
1787204149.420852, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52098614776791
1787204149.422067, Self-RAG Decomposed, Generator LLM, run, end, 52098615984666
1787204149.422487, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52098616400291
1787204149.422548, Self-RAG Decomposed, Generator LLM, run, start, 52098616461458
1787204149.431575, Self-RAG Decomposed, Generator LLM, first_token, start, 52098625489958
1787204149.431680, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52098625590041
1787204149.562490, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52098756416166
1787204149.696052, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 21, 52098889973750
1787204149.696189, Self-RAG Decomposed, Hallucination LLM, run, end, 52098890101125
1787204149.763487, Self-RAG Decomposed, Hallucination router, run, start, 52098957412333
1787204149.764083, Self-RAG Decomposed, Query rewrite LLM, run, end, 52098957994625
1787204149.778112, Self-RAG Decomposed, Document retriever, run, start, 52098972036250
1787204149.778192, Self-RAG Decomposed, Grader LLM, first_token, start, 52098972403083
1787204149.780332, Self-RAG Decomposed, Hallucination LLM, run, start, 52098974244625
1787204149.780529, Self-RAG Decomposed, Hallucination router, run, end, 52098974437833
1787204149.782065, Self-RAG Decomposed, End stage, run, start, 52098975976625
1787204149.793616, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52098987529625
1787204149.795251, Self-RAG Decomposed, End stage, run, end, 52098989164125
1787204149.795334, Self-RAG Decomposed, pipeline - val, run, end, 300588004722684212210975335719127943671, 1787203282.256524, 1, 20, 52098989251625
1787204436.433072, Self-RAG Decomposed, Grader LLM, first_token, end, 52385633902541
1787204436.422434, Self-RAG Decomposed, Generator LLM, first_token, end, 52385646579791
1787204436.499172, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52385691710208
1787204436.919804, Self-RAG Decomposed, Document retriever, run, end, 52386112343541
1787204436.920669, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52386113180875
1787204436.985419, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52386177937958
1787204436.985464, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52386177974000
1787204436.986638, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52386180122750
1787204436.989044, Self-RAG Decomposed, Grader LLM, run, end, 52386181553750
1787204436.990212, Self-RAG Decomposed, Hallucination LLM, run, end, 52386182720791
1787204436.990533, Self-RAG Decomposed, Grade router, run, start, 52386183045500
1787204436.991583, Self-RAG Decomposed, Hallucination router, run, start, 52386184093416
1787204436.992240, Self-RAG Decomposed, Generator LLM, run, end, 52386184749250
1787204436.993811, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52386186320958
1787204437.001898, Self-RAG Decomposed, Grader LLM, run, start, 52386194407250
1787204437.014605, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52386207115833
1787204437.015326, Self-RAG Decomposed, Grade router, run, end, 52386207835500
1787204437.016941, Self-RAG Decomposed, Answer generator formatter, run, start, 52386209458916
1787204437.016977, Self-RAG Decomposed, Generator LLM, run, start, 52386209489416
1787204437.017452, Self-RAG Decomposed, Hallucination router, run, end, 52386209961708
1787204437.018378, Self-RAG Decomposed, End stage, run, start, 52386210887250
1787204437.020216, Self-RAG Decomposed, Grader LLM, first_token, start, 52386212725916
1787204437.020249, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52386212758791
1787204437.021115, Self-RAG Decomposed, Hallucination LLM, run, start, 52386213624041
1787204437.024409, Self-RAG Decomposed, Answer generator formatter, run, end, 52386216918958
1787204437.024809, Self-RAG Decomposed, Generator LLM, first_token, start, 52386217318041
1787204437.034462, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52386226971500
1787204437.909844, Self-RAG Decomposed, End stage, run, end, 52387102380000
1787204437.910016, Self-RAG Decomposed, pipeline - val, run, end, 255538460195410651297579918786082195322, 1787203302.207144, 1, 21, 52387102523208
1787204444.322373, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52393517082458
1787204444.356007, Self-RAG Decomposed, Generator LLM, first_token, end, 52393548499666
1787204444.521285, Self-RAG Decomposed, Grader LLM, first_token, end, 52393713783208
1787204444.521355, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52393713833250
1787204444.534397, Self-RAG Decomposed, Hallucination LLM, run, end, 52393726882291
1787204444.537326, Self-RAG Decomposed, Hallucination router, run, start, 52393729808958
1787204444.542465, Self-RAG Decomposed, Hallucination router, run, end, 52393734941583
1787204444.544392, Self-RAG Decomposed, End stage, run, start, 52393736867458
1787204444.552136, Self-RAG Decomposed, End stage, run, end, 52393744619583
1787204444.552194, Self-RAG Decomposed, pipeline - val, run, end, 265853059314513010661824927871999490968, 1787203307.560655, 1, 22, 52393745015708
1787204444.754513, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52393946999375
1787204444.755103, Self-RAG Decomposed, Grader LLM, run, end, 52393947581541
1787204444.755201, Self-RAG Decomposed, Grade router, run, start, 52393947678208
1787204444.755644, Self-RAG Decomposed, Grader LLM, run, start, 52393948114916
1787204444.756743, Self-RAG Decomposed, Grade router, run, end, 52393949215291
1787204444.756858, Self-RAG Decomposed, Grader LLM, first_token, start, 52393949329208
1787204444.756915, Self-RAG Decomposed, Answer generator formatter, run, start, 52393949394375
1787204444.840210, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 52394032696250
1787204444.847784, Self-RAG Decomposed, Generator LLM, run, end, 52394040259750
1787204444.849064, Self-RAG Decomposed, Answer generator formatter, run, end, 52394041538125
1787204444.849127, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52394041601750
1787204444.849158, Self-RAG Decomposed, Generator LLM, run, start, 52394041630000
1787204444.850600, Self-RAG Decomposed, Generator LLM, first_token, start, 52394043071333
1787204444.850972, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52394043444833
1787204444.851040, Self-RAG Decomposed, Hallucination LLM, run, start, 52394043512500
1787204444.851089, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52394043559583
1787204449.915094, Self-RAG Decomposed, Grader LLM, first_token, end, 52399107697541
1787204450.121349, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52399313814500
1787204450.121610, Self-RAG Decomposed, Grader LLM, run, end, 52399314058416
1787204450.121685, Self-RAG Decomposed, Grader LLM, run, start, 52399314130750
1787204450.121827, Self-RAG Decomposed, Grade router, run, start, 52399314276958
1787204450.123980, Self-RAG Decomposed, Grader LLM, first_token, start, 52399316429625
1787204450.127072, Self-RAG Decomposed, Grade router, run, end, 52399319519916
1787204450.131702, Self-RAG Decomposed, Answer generator formatter, run, start, 52399324157250
1787204450.133538, Self-RAG Decomposed, Answer generator formatter, run, end, 52399325984708
1787204450.381161, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52399573623875
1787204450.905077, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52400097542583
1787204450.905357, Self-RAG Decomposed, Hallucination LLM, run, end, 52400097801500
1787204450.905460, Self-RAG Decomposed, Hallucination router, run, start, 52400097902333
1787204450.905667, Self-RAG Decomposed, Hallucination router, run, end, 52400098109250
1787204450.905758, Self-RAG Decomposed, End stage, run, start, 52400098201250
1787204450.907462, Self-RAG Decomposed, End stage, run, end, 52400099907125
1787204450.907512, Self-RAG Decomposed, pipeline - val, run, end, 285062480274580991830200532641713834986, 1787203309.796700, 1, 23, 52400099954791
1787204451.264700, Self-RAG Decomposed, Generator LLM, first_token, end, 52400457160583
1787204451.749149, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 52400941713666
1787204451.749651, Self-RAG Decomposed, Generator LLM, run, end, 52400942093208
1787204451.749777, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52400942221291
1787204451.749849, Self-RAG Decomposed, Generator LLM, run, start, 52400942291250
1787204451.752356, Self-RAG Decomposed, Generator LLM, first_token, start, 52400944796500
1787204451.752436, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52400944873875
1787204451.752631, Self-RAG Decomposed, Hallucination LLM, run, start, 52400945072250
1787204451.752718, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52400945156791
1787204452.176428, Self-RAG Decomposed, Grader LLM, first_token, end, 52401368922875
1787204455.706719, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52404899880833
1787204455.710414, Self-RAG Decomposed, Grader LLM, run, end, 52404902841041
1787204455.711025, Self-RAG Decomposed, Grader LLM, run, start, 52404903448083
1787204455.711134, Self-RAG Decomposed, Grade router, run, start, 52404903571333
1787204455.711898, Self-RAG Decomposed, Grader LLM, first_token, start, 52404904317583
1787204455.761035, Self-RAG Decomposed, Grade router, run, end, 52404953484666
1787204455.763848, Self-RAG Decomposed, Answer generator formatter, run, start, 52404956278000
1787204455.768042, Self-RAG Decomposed, Answer generator formatter, run, end, 52404960464541
1787204457.934694, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52407127503625
1787204458.074314, Self-RAG Decomposed, Generator LLM, first_token, end, 52407266745958
1787204458.293181, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52407485601250
1787204458.293482, Self-RAG Decomposed, Hallucination LLM, run, end, 52407485890916
1787204458.293694, Self-RAG Decomposed, Hallucination router, run, start, 52407486104625
1787204458.294845, Self-RAG Decomposed, Hallucination router, run, end, 52407487251333
1787204458.295392, Self-RAG Decomposed, End stage, run, start, 52407487798291
1787204458.297042, Self-RAG Decomposed, End stage, run, end, 52407489451125
1787204458.297115, Self-RAG Decomposed, pipeline - val, run, end, 179714095391325997956203173449573188413, 1787203312.622319, 1, 24, 52407489526833
1787204458.475390, Self-RAG Decomposed, Grader LLM, first_token, end, 52407667839541
1787204458.475495, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 52407667909500
1787204458.483259, Self-RAG Decomposed, Generator LLM, run, end, 52407675670416
1787204458.483351, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52407675757958
1787204458.483402, Self-RAG Decomposed, Generator LLM, run, start, 52407675811708
1787204458.485661, Self-RAG Decomposed, Generator LLM, first_token, start, 52407678071625
1787204458.487016, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52407679424166
1787204458.487072, Self-RAG Decomposed, Hallucination LLM, run, start, 52407679478208
1787204458.487287, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52407679702500
1787204458.518248, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52407710670000
1787204458.518439, Self-RAG Decomposed, Grader LLM, run, end, 52407710847375
1787204458.518502, Self-RAG Decomposed, Grade router, run, start, 52407710913333
1787204458.518553, Self-RAG Decomposed, Grader LLM, run, start, 52407710961375
1787204458.519398, Self-RAG Decomposed, Grader LLM, first_token, start, 52407711803916
1787204458.519438, Self-RAG Decomposed, Grade router, run, end, 52407711845958
1787204458.519564, Self-RAG Decomposed, Answer generator formatter, run, start, 52407711972916
1787204458.520488, Self-RAG Decomposed, Answer generator formatter, run, end, 52407712895833
1787204466.347143, Self-RAG Decomposed, Generator LLM, first_token, end, 52415540172458
1787204466.397947, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52415590348333
1787204466.480641, Self-RAG Decomposed, Grader LLM, first_token, end, 52415673040333
1787204466.641658, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52415834052666
1787204466.642948, Self-RAG Decomposed, Grader LLM, run, end, 52415835317708
1787204466.643238, Self-RAG Decomposed, Grade router, run, start, 52415835611666
1787204466.643301, Self-RAG Decomposed, Grader LLM, run, start, 52415835670000
1787204466.643769, Self-RAG Decomposed, Grade router, run, end, 52415836135625
1787204466.645097, Self-RAG Decomposed, Answer generator formatter, run, start, 52415837859791
1787204466.645864, Self-RAG Decomposed, Grader LLM, first_token, start, 52415838231458
1787204466.649648, Self-RAG Decomposed, Answer generator formatter, run, end, 52415842016500
1787204467.541462, Self-RAG Decomposed, Grader LLM, first_token, end, 52416733847500
1787204467.597449, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 15, 52416789826958
1787204467.601207, Self-RAG Decomposed, Generator LLM, run, end, 52416793584833
1787204467.601345, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52416793706666
1787204467.601380, Self-RAG Decomposed, Generator LLM, run, start, 52416793739625
1787204467.602736, Self-RAG Decomposed, Generator LLM, first_token, start, 52416795102208
1787204467.603353, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52416795716250
1787204467.641862, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52416834259500
1787204467.642082, Self-RAG Decomposed, Grader LLM, run, end, 52416834445291
1787204467.642164, Self-RAG Decomposed, Grade router, run, start, 52416834526250
1787204467.642202, Self-RAG Decomposed, Grader LLM, run, start, 52416834565791
1787204467.642736, Self-RAG Decomposed, Grade router, run, end, 52416835100416
1787204467.643161, Self-RAG Decomposed, Grader LLM, first_token, start, 52416835525500
1787204467.644080, Self-RAG Decomposed, Query rewrite formatter, run, start, 52416836443125
1787204467.647180, Self-RAG Decomposed, Query rewrite formatter, run, end, 52416839544666
1787204467.659348, Self-RAG Decomposed, Query rewrite LLM, run, start, 52416851712416
1787204467.670877, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 16, 52416863244500
1787204467.992682, Self-RAG Decomposed, Hallucination LLM, run, end, 52417185063708
1787204468.000810, Self-RAG Decomposed, Hallucination router, run, start, 52417193186083
1787204468.001085, Self-RAG Decomposed, Hallucination LLM, run, start, 52417193460416
1787204468.007221, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52417199587125
1787204468.007516, Self-RAG Decomposed, Hallucination router, run, end, 52417199885791
1787204468.007774, Self-RAG Decomposed, End stage, run, start, 52417200139791
1787204468.010248, Self-RAG Decomposed, End stage, run, end, 52417202611125
1787204468.010299, Self-RAG Decomposed, pipeline - val, run, end, 239112240933418514616990596144550506090, 1787203087.243230, 1, 6, 52417202658500
1787204477.476309, Self-RAG Decomposed, Grader LLM, first_token, end, 52426669715750
1787204477.566447, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52426759087375
1787204477.726084, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52426918411416
1787204477.727186, Self-RAG Decomposed, Hallucination LLM, run, end, 52426919502791
1787204477.728360, Self-RAG Decomposed, Hallucination router, run, start, 52426920680833
1787204477.734115, Self-RAG Decomposed, Hallucination router, run, end, 52426926433125
1787204477.734883, Self-RAG Decomposed, End stage, run, start, 52426927195708
1787204477.741197, Self-RAG Decomposed, End stage, run, end, 52426933513208
1787204477.741249, Self-RAG Decomposed, pipeline - val, run, end, 60815054587065055607253050095323700628, 1787203329.185172, 1, 25, 52426933568250
1787204477.765849, Self-RAG Decomposed, Generator LLM, first_token, end, 52426958170541
1787204477.915632, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 4, 52427107963125
1787204477.915918, Self-RAG Decomposed, Generator LLM, run, end, 52427108231250
1787204477.916041, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52427108352083
1787204477.916084, Self-RAG Decomposed, Generator LLM, run, start, 52427108397708
1787204477.921097, Self-RAG Decomposed, Generator LLM, first_token, start, 52427113413000
1787204477.921164, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52427113475083
1787204477.923122, Self-RAG Decomposed, Hallucination LLM, run, start, 52427115435333
1787204477.923246, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52427115556833
1787204478.468989, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 16, 52427661488958
1787204478.469602, Self-RAG Decomposed, Grader LLM, run, end, 52427661912375
1787204478.469659, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52427661970500
1787204478.469752, Self-RAG Decomposed, Grade router, run, start, 52427662072083
1787204478.469823, Self-RAG Decomposed, Grader LLM, run, start, 52427662129708
1787204478.470662, Self-RAG Decomposed, Grade router, run, end, 52427662974541
1787204478.470893, Self-RAG Decomposed, Query rewrite formatter, run, start, 52427663204291
1787204478.473988, Self-RAG Decomposed, Query rewrite formatter, run, end, 52427666305583
1787204486.235887, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52435428330583
1787204486.275499, Self-RAG Decomposed, Generator LLM, first_token, end, 52435467807000
1787204486.623075, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52435815358083
1787204486.638966, Self-RAG Decomposed, Generator LLM, run, end, 52435831250666
1787204486.644090, Self-RAG Decomposed, Generator LLM, run, start, 52435836364916
1787204486.644197, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52435836467208
1787204486.651328, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52435843605833
1787204486.651423, Self-RAG Decomposed, Generator LLM, first_token, start, 52435843692666
1787204486.778083, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52435970367375
1787204486.782864, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52435975135000
1787204486.783442, Self-RAG Decomposed, Hallucination LLM, run, end, 52435975713708
1787204486.783913, Self-RAG Decomposed, Hallucination router, run, start, 52435976191958
1787204486.783966, Self-RAG Decomposed, Hallucination LLM, run, start, 52435976235250
1787204486.784116, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52435976383416
1787204486.784632, Self-RAG Decomposed, Hallucination router, run, end, 52435976898916
1787204486.784938, Self-RAG Decomposed, End stage, run, start, 52435977207208
1787204486.786348, Self-RAG Decomposed, End stage, run, end, 52435978618750
1787204486.786410, Self-RAG Decomposed, pipeline - val, run, end, 231652447949056967801725023625652339848, 1787203113.559480, 1, 7, 52435978694625
1787204492.973372, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52442165864333
1787204493.078825, Self-RAG Decomposed, Generator LLM, first_token, end, 52442271083250
1787204493.078924, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52442271167333
1787204493.156852, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 18, 52442349101333
1787204493.157216, Self-RAG Decomposed, Hallucination LLM, run, end, 52442349454291
1787204493.157334, Self-RAG Decomposed, Hallucination router, run, start, 52442349579666
1787204493.158437, Self-RAG Decomposed, Query rewrite LLM, run, end, 52442350677000
1787204493.158898, Self-RAG Decomposed, Grader LLM, first_token, start, 52442351146250
1787204493.160807, Self-RAG Decomposed, Document retriever, run, start, 52442353057833
1787204493.161609, Self-RAG Decomposed, Query rewrite LLM, run, start, 52442353846083
1787204493.167388, Self-RAG Decomposed, Hallucination router, run, end, 52442359627166
1787204493.168454, Self-RAG Decomposed, End stage, run, start, 52442360691250
1787204493.228497, Self-RAG Decomposed, End stage, run, end, 52442420756541
1787204493.228618, Self-RAG Decomposed, pipeline - val, run, end, 332077334357897587453399110306566603196, 1787203341.302412, 1, 27, 52442420866083
1787204507.832265, Self-RAG Decomposed, Grader LLM, first_token, end, 52457024615833
1787204507.926304, Self-RAG Decomposed, Document retriever, run, end, 52457118501583
1787204507.926448, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52457118617416
1787204507.927001, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52457119709625
1787204507.928254, Self-RAG Decomposed, Grader LLM, run, end, 52457120419916
1787204507.928325, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52457120491375
1787204507.928612, Self-RAG Decomposed, Grade router, run, start, 52457120783625
1787204507.937792, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52457129960375
1787204507.937876, Self-RAG Decomposed, Grader LLM, run, start, 52457130044208
1787204507.940930, Self-RAG Decomposed, Grade router, run, end, 52457133097000
1787204507.941819, Self-RAG Decomposed, Answer generator formatter, run, start, 52457133986500
1787204507.945098, Self-RAG Decomposed, Answer generator formatter, run, end, 52457137264291
